Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Tweet ID
Kamala Harris,@KamalaHarris,2024-08-26T20:25:06.000Z,True,"I see a nation ready to move forward. 

Join us for the next step in the incredible journey that is America:",4.5K,3.1K,11K,652K,[],[],[],tweet_id:1828166804096565683
Kamala Harris,@KamalaHarris,2024-08-26T18:30:11.000Z,True,"From the courthouse to the White House, fighting for the American people has been my life's work.",11K,9.6K,57K,1.5M,[],[],[],tweet_id:1828137883984605421
Kamala Harris,@KamalaHarris,2024-08-26T16:54:48.000Z,True,"Women’s Equality Day marks a monumental step forward in expanding voting rights.

The best way to honor the generations of women who paved the way is to vote and protect our reproductive freedoms at the ballot box.

Make sure you’re registered at http://IWillVote.com.",3.6K,3.6K,11K,654K,[],[],[],tweet_id:1828113879391707348
Kamala Harris,@KamalaHarris,2024-08-26T12:08:06.000Z,True,I want every little girl across our country to know this: You can do anything—even if it has never been done before.,8.7K,11K,68K,3.3M,[],[],[],tweet_id:1828041729670299955
Kamala Harris,@KamalaHarris,2024-08-26T01:07:00.000Z,True,"As President, I will never waver in defense of America's security and ideals, because in the enduring struggle between democracy and tyranny, I know where I stand—and I know where the United States belongs.",12K,7.1K,35K,8.3M,[],[],[],tweet_id:1827875358772695514
Kamala Harris,@KamalaHarris,2024-08-25T19:32:26.000Z,True,"It is our turn to do what generations before us have done—to fight for this country we love, and the ideals we cherish.

So, let’s get out there and fight for it.

And, together, let us write the next great chapter in the most extraordinary story ever told.",6.5K,8.7K,34K,1M,[],[],[],tweet_id:1827791160955285972
Kamala Harris,@KamalaHarris,2024-08-24T21:34:00.000Z,True,"Trump hand-picked three members of the Supreme Court because he intended for them to overturn Roe v Wade—as he intended, they did.

If he is re-elected, we know he will sign a national abortion ban.

As President, I will restore reproductive freedom.",15K,16K,81K,2.6M,[],[],[],tweet_id:1827459367920185795
Kamala Harris,@KamalaHarris,2024-08-24T18:15:26.000Z,True,"Under my economic plan, more than 100 million Americans will get a tax cut.

We will do this by restoring and expanding the Earned Income Tax Credit and the Child Tax Credit.",12K,8K,32K,1.8M,[],[],[],tweet_id:1827409398307738007
Kamala Harris,@KamalaHarris,2024-08-23T20:17:30.000Z,True,I accept your nomination to be the President of the United States of America.,43K,14K,96K,7.3M,[],[],[],tweet_id:1827077726173384855
Kamala Harris,@KamalaHarris,2024-08-23T16:00:52.000Z,True,"Together, let us write the next great chapter in the most extraordinary story ever told.",6.5K,7.1K,40K,1M,[],[],[],tweet_id:1827013143433826634
Kamala Harris,@KamalaHarris,2024-08-23T05:26:43.000Z,True,"That's a wrap on . Next stop: Election Day. 

Help us win: https://go.kamalaharris.com",7.1K,13K,112K,2.3M,[],['@demconvention'],[],tweet_id:1826853556441215202
Kamala Harris,@KamalaHarris,2024-08-23T05:18:20.000Z,True,"Donald Trump and his allies would limit access to birth control, ban medication abortion, and enact a nationwide abortion ban.

Simply put, they are out of their minds.",9.3K,10K,44K,1.5M,[],[],[],tweet_id:1826851447071178896
Kamala Harris,@KamalaHarris,2024-08-23T05:12:36.000Z,True,"We know what a second Trump term would look like. It's all laid out in Project 2025, written by his closest advisors. 

And its sum total is to pull our country back to the past. 

But America: We are not going back.",9K,6.5K,29K,1.1M,[],[],[],tweet_id:1826850000556490876
Kamala Harris,@KamalaHarris,2024-08-23T04:04:08.000Z,True,"With this election, our nation has a precious, fleeting opportunity to move past the bitterness, cynicism, and divisive battles of the past.

A chance to chart a new way forward.",3.7K,5.4K,29K,936K,[],[],[],tweet_id:1826832772507340801
Kamala Harris,@KamalaHarris,2024-08-23T04:02:05.000Z,True,"It is now our turn to do what generations before us have done.
 
Guided by optimism and faith, to fight for this country we love. 
 
So let’s get out there, and let’s fight for it. 
 
Let’s get out there, and let’s vote for it.",4.2K,10K,57K,1.1M,[],[],[],tweet_id:1826832256582746218
Kamala Harris,@KamalaHarris,2024-08-23T03:24:18.000Z,True,"This election is not only the most important of our lives, it is one of the most important in the life of our nation.

In many ways, Donald Trump is an unserious man—but the consequences of putting him back in the White House are extremely serious.

And we’re not going back.",10K,10K,59K,12M,[],[],[],tweet_id:1826822746640154989
Kamala Harris,@KamalaHarris,2024-08-23T03:15:21.000Z,True,"I believe America cannot be prosperous unless Americans are fully able to make decisions about their own lives, especially on matters of heart and home.

When Congress passes the bill to restore reproductive freedoms, as President, I will proudly sign it into law.",2.9K,4.2K,24K,757K,[],[],[],tweet_id:1826820494869270630
Kamala Harris,@KamalaHarris,2024-08-23T03:11:40.000Z,True,"As President, I will grow our economy.
 
And I’ll lower the cost of everyday needs like healthcare, housing, and groceries.",26K,8.2K,46K,20M,[],[],[],tweet_id:1826819568293064954
Kamala Harris,@KamalaHarris,2024-08-23T03:10:52.000Z,True,"The middle class is where I come from. My mother taught us that opportunity is not available to everyone.

That's why we will create what I call an opportunity economy, where everyone has the chance to compete and succeed.",4.8K,3.1K,17K,875K,[],[],[],tweet_id:1826819365532037418
Kamala Harris,@KamalaHarris,2024-08-23T02:59:41.000Z,True,"On behalf of everyone whose story could only be written in the greatest nation on Earth, I accept your nomination to be the President of the United States of America.",10K,19K,152K,5.4M,[],[],[],tweet_id:1826816550931702207
Kamala Harris,@KamalaHarris,2024-08-23T01:00:53.000Z,True,"This election is a fight for our country, our future, and our fundamental freedoms and rights.

Tune in as I take the stage tonight as the Democratic nominee for President of the United States.",2.7K,3.9K,17K,1.5M,[],[],[],tweet_id:1826786655631708434
Kamala Harris,@KamalaHarris,2024-08-22T18:53:44.000Z,True,"To the best partner I could ask for: Happy anniversary, Dougie.",4.5K,5.4K,66K,1.9M,[],[],[],tweet_id:1826694258184913025
Kamala Harris,@KamalaHarris,2024-08-22T04:15:18.000Z,True,"Soon, the nation will know Coach Walz by another title: Vice President of the United States of America.

Pitch in to our grassroots campaign:",3.5K,2.3K,12K,550K,[],[],[],tweet_id:1826473195223806032
Tim Walz,@Tim_Walz,2024-08-22T03:44:42.000Z,True,"Growing up in a small town like Butte, Nebraska – you learn to take care of each other.

The family down the road may not think, pray, or love like you – but they are your neighbors and you look out for them.",2.9K,4.2K,22K,891K,[],[],[],tweet_id:1826465492950712388
Tim Walz,@Tim_Walz,2024-08-22T03:33:17.000Z,True,"We’re all here tonight for one beautiful, simple reason:

We love this country!",3.2K,5.4K,54K,1.2M,[],[],[],tweet_id:1826462622348202071
Gwen Walz,@GwenWalz,2024-08-22T03:19:14.000Z,True,"I’ve loved Tim since we were teachers at the same high school.

Whether it’s on a farm, fishing boat, or football field, his commitment to service comes from the values we grew up with.

I’m so happy the world now gets to know him.",1.3K,10K,73K,1.4M,[],[],[],tweet_id:1826459084347867293
Kamala Harris,@KamalaHarris,2024-08-22T03:28:28.000Z,True,"The stage is yours, . Enjoy the moment.",3.7K,4.7K,36K,1M,[],['@Tim_Walz'],[],tweet_id:1826461408705319284
Kamala Harris,@KamalaHarris,2024-08-22T01:33:26.000Z,True,"Tim Walz: America’s coach—and the next Vice President of the United States. 

Proud to be in this together.",3.6K,4.8K,27K,829K,[],[],[],tweet_id:1826432458117509213
Kamala Harris,@KamalaHarris,2024-08-22T01:04:34.000Z,True,"Governor, congressman, dad, husband, coach. 

Soon, our nation will know Governor  as Vice President of the United States of America. 

Tune in now for day three of the Democratic National Convention.",1.9K,1.9K,9.7K,383K,[],['@Tim_Walz'],[],tweet_id:1826425196607049765
Kamala Harris,@KamalaHarris,2024-08-21T22:20:18.000Z,True,"Wisconsin: with your help this November, we will win.",2.7K,3.2K,18K,501K,[],[],[],tweet_id:1826383857672687636
Kamala Harris,@KamalaHarris,2024-08-21T15:01:04.000Z,True,"Thank you, Milwaukee.",4K,7.2K,56K,1M,[],[],[],tweet_id:1826273321178022030
Kamala Harris,@KamalaHarris,2024-08-21T13:01:01.000Z,True,"Milwaukee: we came together because we all deeply love and believe in our country. 

That’s the promise of America.",3K,3.4K,21K,536K,[],[],[],tweet_id:1826243106171211875
Kamala Harris,@KamalaHarris,2024-08-21T05:39:41.000Z,True,"I am honored to be the nominee for President of the United States. 

 Now, let’s get to work.",10K,17K,146K,3.1M,[],[],[],tweet_id:1826132042863538529
Kamala Harris,@KamalaHarris,2024-08-21T03:29:45.000Z,True,"Love you, Dougie.",3.8K,10K,142K,7.7M,[],[],[],tweet_id:1826099344610652178
Kamala Harris,@KamalaHarris,2024-08-21T02:52:20.000Z,True,"We’re fighting for a future where we love thy neighbor and, in the face of a stranger, we see a neighbor.",3.1K,3.4K,17K,554K,[],[],[],tweet_id:1826089929299886464
Kamala Harris,@KamalaHarris,2024-08-21T01:08:35.000Z,True,"True patriotism means fighting to make our nation better for each generation.

Tune in now for day two of the Democratic National Convention.",2.3K,2.2K,10K,445K,[],[],[],tweet_id:1826063818461687938
Kamala Harris,@KamalaHarris,2024-08-21T00:48:05.000Z,True,"Our campaign is working to ensure every voice is heard this November.

We are proud to launch our Latinos con Harris-Walz WhatApp Channel—where voters can connect with our grassroots movement.

Join now: https://kamalaharris.link/JoinWhatsApp",526,784,3.2K,327K,[],[],[],tweet_id:1826058659375333463
Kamala Harris,@KamalaHarris,2024-08-20T21:15:22.000Z,True,"This November, we will come together and declare with one voice, as one people: we are moving forward.",4.3K,4.5K,26K,721K,[],[],[],tweet_id:1826005128836464643
Kamala Harris,@KamalaHarris,2024-08-20T19:19:21.000Z,True,"Now is the time to chart a new way forward—to build an America where everyone's work is rewarded and talents are valued, where we work with labor and business to strengthen the American economy, and where everyone has the opportunity to thrive.",2.4K,2K,10K,463K,[],[],[],tweet_id:1825975928964448349
Kamala Harris,@KamalaHarris,2024-08-20T15:10:18.000Z,True,I am grateful to have the support of my friend Jerome Bettis. You might know him by his nickname…The Bus.,2.9K,3.7K,24K,1M,[],[],[],tweet_id:1825913257082646582
Kamala Harris,@KamalaHarris,2024-08-20T14:10:28.000Z,True,"Let us fight for the ideals we hold dear. 

And let us always remember—when we fight, we win.",4.4K,3.8K,18K,549K,[],[],[],tweet_id:1825898196624658702
Kamala Harris,@KamalaHarris,2024-08-20T04:33:34.000Z,True,"We love you, Joe.",4.6K,10K,76K,1.8M,[],[],[],tweet_id:1825753015497662642
Kamala Harris,@KamalaHarris,2024-08-20T02:40:21.000Z,True,"Thank you, , for your historic leadership and for all you continue to do. 

We are forever grateful.",4.8K,7.4K,43K,904K,[],['@JoeBiden'],[],tweet_id:1825724522844062193
Kamala Harris,@KamalaHarris,2024-08-20T01:55:39.000Z,True,It is so great to be back in Chicago.,3.5K,8.9K,91K,2.3M,[],[],[],tweet_id:1825713275369304258
Kamala Harris,@KamalaHarris,2024-08-19T22:13:09.000Z,True,"Together, we will fight for the promise of America’s future. Tune in now to watch the first night of the Democratic National Convention.",3.3K,3.5K,13K,580K,[],[],[],tweet_id:1825657281674920210
Kamala Harris,@KamalaHarris,2024-08-19T19:16:21.000Z,True,"We had a great time on our bus tour through Western Pennsylvania yesterday. 

Next stop: the Democratic National Convention.",2.1K,2.7K,18K,679K,[],[],[],tweet_id:1825612786832945451
Kamala Harris,@KamalaHarris,2024-08-19T02:35:20.000Z,True,"Today, we met with high school students, first responders, and volunteers across Pennsylvania. 

It couldn’t have been a better day.",2.9K,4K,25K,1.2M,[],[],[],tweet_id:1825360874522947804
Kamala Harris,@KamalaHarris,2024-08-19T00:57:52.000Z,True,Teamwork.,9.9K,6.9K,80K,3.6M,[],[],[],tweet_id:1825336346933633176
Kamala Harris,@KamalaHarris,2024-08-18T19:38:20.000Z,True,Our Harris-Walz bus tour is on the road in Pennsylvania.,3.2K,5.4K,34K,3.1M,[],[],[],tweet_id:1825255934144217381
Tim Walz,@Tim_Walz,2024-08-18T18:02:43.000Z,True,Road trip.,2.8K,7.6K,66K,1.3M,[],[],[],tweet_id:1825231868104524126
Kamala Harris,@KamalaHarris,2024-08-18T15:00:23.000Z,True,"My administration will provide first-time homebuyers with $25,000 to help with the down payment on a new home.",13K,4.6K,15K,2.3M,[],[],[],tweet_id:1825185984272577018
Doug Emhoff,@DouglasEmhoff,2024-08-17T23:14:46.000Z,True,". and I are celebrating our 10-year anniversary next week.

Not much has changed since our wedding day—well, except that she’s running for president now.",1.6K,5K,37K,855K,[],['@KamalaHarris'],[],tweet_id:1824948010675007539
Kamala Harris,@KamalaHarris,2024-08-17T22:42:00.000Z,True,"Our Harris-Walz Administration will move this country forward.

Trump and Vance’s extreme Project 2025 agenda will roll back Americans’ rights and freedoms—including reproductive rights, hurt the middle class, and threaten our democracy.",6K,4.3K,18K,911K,[],[],[],tweet_id:1824939765193376232
Tim Walz,@Tim_Walz,2024-08-17T19:52:34.000Z,True,"It feels pretty darn good to be home, Nebraska.

With just 80 days to go, we’re here to fire up voters. Watch live.",1.9K,4K,21K,710K,[],[],[],tweet_id:1824897127668982003
Kamala Harris,@KamalaHarris,2024-08-17T18:09:16.000Z,True,"Donald Trump fights for billionaires and large corporations.

I will fight to give money back to working and middle-class Americans.",7.9K,6.7K,28K,992K,[],[],[],tweet_id:1824871128071876802
Kamala Harris,@KamalaHarris,2024-08-17T16:38:00.000Z,True,"Building up the middle class will be a defining goal of my presidency. 

Because when the middle class is strong, America is strong.",9.1K,6.1K,31K,1.5M,[],[],[],tweet_id:1824848162030244004
Kamala Harris,@KamalaHarris,2024-08-17T15:30:38.000Z,True,"I grew up in a middle-class household. For most of my childhood, we were renters.

My mother saved for well over a decade to buy a home. I was a teenager when the day finally came—and I can still remember how excited she was.

In college, I worked at McDonald’s to earn spending",14K,25K,151K,6.4M,[],[],[],tweet_id:1824831207839818148
Kamala Harris,@KamalaHarris,2024-08-16T21:08:06.000Z,True,"At this moment when everyday prices are too high, Donald Trump will make them even higher.",13K,3.8K,10K,1.3M,[],[],[],tweet_id:1824553748187771113
Kamala Harris,@KamalaHarris,2024-08-16T19:21:12.000Z,True,"If you want to know who a politician cares about, look at who they fight for.

Donald Trump fights for billionaires and large corporations.

I will fight to give money back to working and middle-class Americans.",9.3K,10K,46K,1.5M,[],[],[],tweet_id:1824526846295261202
Kamala Harris,@KamalaHarris,2024-08-16T18:59:25.000Z,True,We will make sure these new homes actually go to working and middle-class Americans—not just investors.,4.7K,4.6K,22K,827K,[],[],[],tweet_id:1824521362616078615
Kamala Harris,@KamalaHarris,2024-08-16T18:55:18.000Z,True,My plan to lower costs and expand opportunity for working and middle-class Americans.,4.8K,6.3K,19K,1.6M,[],[],[],tweet_id:1824520327180722673
Kamala Harris,@KamalaHarris,2024-08-16T18:51:09.000Z,True,"As the price of housing has gone up, the size of down payments have gone up as well.

Even if aspiring homeowners save for years, it often still isn’t enough.

My administration will provide first-time homebuyers with $25,000 to help with the down payment on a new home.",12K,3.9K,16K,3M,[],[],[],tweet_id:1824519283705028690
Kamala Harris,@KamalaHarris,2024-08-16T18:49:48.000Z,True,"There’s a serious housing shortage.

As President, I will work in partnership with industry to build the housing we need.

By the end of my first term, we will end America’s housing shortage by building 3 million new homes and rentals that are affordable for the middle class.",7.4K,3.8K,16K,1.1M,[],[],[],tweet_id:1824518943433695306
Kamala Harris,@KamalaHarris,2024-08-16T18:48:15.000Z,True,"I grew up in a middle-class household. For most of my childhood, we were renters.

When I’m elected President, I will make it a top priority to bring down costs, and increase economic security for all Americans.",4.3K,5.2K,25K,839K,[],[],[],tweet_id:1824518552281551247
Kamala Harris,@KamalaHarris,2024-08-16T18:44:52.000Z,True,"Donald Trump wants to repeal the Affordable Care Act, on which 45 million Americans rely for health care. 

We’ve come too far to let that happen.",3.3K,4.7K,21K,911K,[],[],[],tweet_id:1824517699994783831
Kamala Harris,@KamalaHarris,2024-08-16T18:40:39.000Z,True,"As President, I’ll work to pass the first-ever federal ban on price gouging on food.

My plan will include new penalties for companies that exploit crises and break the rules.

And we will support smaller food businesses that are trying to play by the rules and get ahead.",7.2K,5.5K,24K,1.8M,[],[],[],tweet_id:1824516639674581483
Kamala Harris,@KamalaHarris,2024-08-16T18:34:16.000Z,True,"I’m building an economy where everyone can compete and have a real chance to succeed.

Where everyone, regardless of who they are or where they start, has an opportunity to build wealth for themselves and their children.",5.7K,2.5K,11K,641K,[],[],[],tweet_id:1824515033331601670
Kamala Harris,@KamalaHarris,2024-08-16T18:14:55.000Z,True,"America's families deserve a chance not just to get by, but to get ahead. 

Tune in as I take the stage in North Carolina to discuss how we're fighting to lower costs.",1.9K,2.4K,9.6K,424K,[],[],[],tweet_id:1824510162914214113
Kamala Harris,@KamalaHarris,2024-08-16T17:30:03.000Z,True,"As Vice President, I was proud to cast the tie-breaking vote to pass the Inflation Reduction Act.

We capped insulin at $35/month for seniors, and capped prescription drug costs at $2,000/year for those on Medicare.

And it was the largest investment in climate action in history.",3.2K,3.5K,16K,767K,[],[],[],tweet_id:1824498874498576678
Kamala Harris,@KamalaHarris,2024-08-16T15:45:04.000Z,True,"Lowering costs for Americans is one of our campaign’s top priorities. 

I am heading to Raleigh, North Carolina to speak about how we will continue building an economy where every American has the freedom to thrive. See you soon!",5.2K,2.4K,12K,767K,[],[],[],tweet_id:1824472453449457920
Kamala Harris,@KamalaHarris,2024-08-16T14:00:49.000Z,True,"We are fighting for the future—and when we fight, we win. 

Thank you, Arizona.",2.9K,4.3K,19K,511K,[],[],[],tweet_id:1824446216966426852
Kamala Harris,@KamalaHarris,2024-08-15T23:30:01.000Z,True,"When I am President, it will be a day one priority to bring down prices. 

I’ll take on big corporations that engage in illegal price gouging and corporate landlords that unfairly raise rents on working families.",27K,13K,68K,11M,[],[],[],tweet_id:1824227075605086619
Kamala Harris,@KamalaHarris,2024-08-15T21:30:04.000Z,True,"Across our nation, we are witnessing a full-on attack on hard-fought, hard-won fundamental freedoms and rights. We will not stand for it. 

Join us in the fight for freedom:https://secure.actblue.com/donate/web-hfp-waltz-august-2024?refcode=social_20240815_kdh_x…",2.4K,2.2K,7.7K,401K,[],[],[],tweet_id:1824196887861194844
Kamala Harris,@KamalaHarris,2024-08-15T02:12:41.000Z,True,"I could not imagine a better partner than  to lead our campaign.

Watch our full conversation tomorrow: http://kamalaharris.link/conversation",7.2K,9.5K,47K,3.9M,[],['@Tim_Walz'],[],tweet_id:1823905620585480435
Kamala Harris,@KamalaHarris,2024-08-15T21:17:59.000Z,True,Watch my full conversation with : http://kamalaharris.link/conversation,591,556,2.6K,295K,[],['@Tim_Walz'],[],tweet_id:1824193848228319701
Doug Emhoff,@DouglasEmhoff,2024-08-15T16:10:56.000Z,True,So about that time  googled me before our first date.,1.2K,2.1K,12K,612K,[],['@KamalaHarris'],[],tweet_id:1824116572803211742
Kamala Harris,@KamalaHarris,2024-08-15T18:21:09.000Z,True,"The more I get to know , the more I like him. And I liked him a lot to begin with.

Check out our full conversation: http://kamalaharris.link/conversation",4.5K,4.9K,26K,692K,[],['@Tim_Walz'],[],tweet_id:1824149342719992165
Kamala Harris,@KamalaHarris,2024-08-15T16:45:21.000Z,True,Bringing back the joy—one selfie at a time.,8.4K,5.8K,30K,1.2M,[],[],[],tweet_id:1824125237362929761
Kamala Harris,@KamalaHarris,2024-08-15T14:13:18.000Z,True,"Yes, we will. 

Because we love our seniors, and we love our country.",4.4K,6.8K,30K,1M,[],[],[],tweet_id:1824086972345840076
Kamala Harris,@KamalaHarris,2024-08-14T18:00:11.000Z,True,"For 89 years, Social Security has made the difference between poverty or peace of mind for millions of seniors, people with disabilities, and other beneficiaries.

Donald Trump is a threat to these bedrock programs. As President, I will protect and expand them.",7.2K,7.4K,30K,1.2M,[],[],[],tweet_id:1823781681762857388
Kamala Harris,@KamalaHarris,2024-08-14T16:36:11.000Z,True,"It was fantastic traveling across the country to meet voters with  last week. 

When we fight, we…",8.3K,8.4K,46K,1.9M,[],['@Tim_Walz'],[],tweet_id:1823760542210671092
Kamala Harris,@KamalaHarris,2024-08-13T20:26:00.000Z,True,"This election is about which direction our country is going to go in. 

Donald Trump’s Project 2025 Agenda will take us backward. 

We will not let him win.",10K,8.5K,46K,1.6M,[],[],[],tweet_id:1823455989934219739
Kamala Harris,@KamalaHarris,2024-08-13T16:30:06.000Z,True,"In this election, we each face a question: What kind of country do we want to live in?

The beauty of our democracy is that we have the power to answer—with our vote and with our voice. 

Make sure your voice is heard:",8.9K,6.4K,22K,840K,[],[],[],tweet_id:1823396621268201859
Kamala Harris,@KamalaHarris,2024-08-13T14:49:04.000Z,True,"I've served as a U.S. Senator, an Attorney General, and a district attorney and courtroom prosecutor.

In those roles, I took on predators who abused women, fraudsters who ripped off consumers, and scammers who broke the rules. 

I know Donald Trump’s type.",15K,18K,109K,3.3M,[],[],[],tweet_id:1823371196836057163
Kamala Harris,@KamalaHarris,2024-08-12T22:30:24.000Z,True,"Thank you for the warm midwest welcome, Wisconsin and Michigan.

With your help, we are going to win in November.",6.1K,8.1K,44K,1M,[],[],[],tweet_id:1823124907133173865
Kamala Harris,@KamalaHarris,2024-08-12T20:21:05.000Z,True,"One thing that unites us as Americans is our love for our country. The highest form of patriotism is to fight for the ideals of our country. 

That is how we preserve the promise of America.",6.9K,5.3K,25K,1M,[],[],[],tweet_id:1823092364467950045
Kamala Harris,@KamalaHarris,2024-08-12T00:52:20.000Z,True,"If Donald Trump wins in November, he will once again implement policies that target the LGBTQ+ community.

We know he will—just look at what he did his first term in office.",14K,8.1K,31K,10M,[],[],[],tweet_id:1822798239596229052
Doug Emhoff,@DouglasEmhoff,2024-08-11T18:12:21.000Z,True,Premiering November on networks everywhere. ,2.1K,9K,31K,1.4M,[],['@wongbd'],[],tweet_id:1822697577151598911
Kamala Harris,@KamalaHarris,2024-08-11T18:20:32.000Z,True,"This week,  and I kicked off our campaign together—it has been electric. 

Thank you, Pennsylvania!",5.5K,7.4K,36K,988K,[],['@Tim_Walz'],[],tweet_id:1822699636903051265
Kamala Harris,@KamalaHarris,2024-08-11T16:29:20.000Z,True,". and I kicked off our first week on the campaign trail as running mates—and, in just five days, we visited Pennsylvania, Michigan, Wisconsin, Arizona and Nevada. 

Over the next 86 days, we hope to see you all out on the trail.",6.6K,10K,60K,1.9M,[],['@Tim_Walz'],[],tweet_id:1822671654671065532
Kamala Harris,@KamalaHarris,2024-08-11T03:43:25.000Z,True,"Everyone in Nevada knows that  helped lead the way in our country for workers' rights and dignity.

I've been so proud to work by your side.",4.7K,4.1K,20K,808K,[],['@Culinary226'],[],tweet_id:1822478906399605184
Kamala Harris,@KamalaHarris,2024-08-11T03:10:25.000Z,True,"Our campaign is a fight for the future.

We are not going back.",4.6K,5.5K,27K,841K,[],[],[],tweet_id:1822470601707077948
Kamala Harris,@KamalaHarris,2024-08-11T01:16:42.000Z,True,"Governor  and I are running a people powered campaign to represent all Americans—from red states to blue states, from the heartland to the Southwest. Tune in as we take the stage in Las Vegas.",2.9K,3.5K,15K,692K,[],['@Tim_Walz'],[],tweet_id:1822441981743685922
Kamala Harris,@KamalaHarris,2024-08-10T19:01:00.000Z,True,"Next stop on our travels: Las Vegas. 

Governor  and I look forward to rallying with Nevadans and letting them know we are fighting on behalf of ALL Americans.",4.3K,5K,33K,1.1M,[],['@Tim_Walz'],[],tweet_id:1822347433986121821
Kamala Harris,@KamalaHarris,2024-08-10T18:06:01.000Z,True,"Two years ago, our administration honored our most sacred obligation to care for our veterans by signing the PACT Act into law—the most significant expansion of benefits and services for toxin-exposed veterans in more than 30 years.",2.1K,3K,14K,667K,[],[],[],tweet_id:1822333595454709854
Kamala Harris,@KamalaHarris,2024-08-10T14:56:36.000Z,True,"Donald Trump tanked the toughest bipartisan border security bill in decades because he thought it would help him win an election.

When I am President, I will sign the bill.",10K,9.2K,33K,1.3M,[],[],[],tweet_id:1822285928628379876
Kamala Harris,@KamalaHarris,2024-08-10T14:17:20.000Z,True,About last night: Some are calling our rally the largest in Arizona political campaign history.,6.9K,15K,103K,3.1M,[],[],[],tweet_id:1822276048316153992
Kamala Harris,@KamalaHarris,2024-08-10T03:56:25.000Z,True,"Arizona, I love you back.",3.3K,4.7K,29K,798K,[],[],[],tweet_id:1822119790074306655
Kamala Harris,@KamalaHarris,2024-08-10T03:40:21.000Z,True,"Yesterday, we got a fresh reminder that Donald Trump’s Project 2025 agenda would ban medication abortion in every state. 

We are not going to let that happen, because we trust women.",3.8K,4.1K,17K,635K,[],[],[],tweet_id:1822115743015555403
Kamala Harris,@KamalaHarris,2024-08-10T03:05:15.000Z,True,"As President, I will always honor tribal sovereignty, respect tribal self determination, and fight for a future where every Native person can realize their aspirations.",3.4K,7.3K,38K,1.4M,[],[],[],tweet_id:1822106913540104308
Kamala Harris,@KamalaHarris,2024-08-10T02:32:27.000Z,True,"Good evening, Arizona!",2.3K,5.6K,38K,870K,[],[],[],tweet_id:1822098657333612555
Kamala Harris,@KamalaHarris,2024-08-09T23:42:14.000Z,True,"Phoenix, Governor  and I are ready to roll up our sleeves and get to work. Are you with us?",3.4K,4.1K,17K,683K,[],['@Tim_Walz'],[],tweet_id:1822055818839085454
Tim Walz,@Tim_Walz,2024-08-09T23:31:35.000Z,True,Got it.,4K,12K,117K,4.2M,[],[],[],tweet_id:1822053140734066745
Kamala Harris,@KamalaHarris,2024-08-09T20:54:22.000Z,True,"Two years ago, our administration signed the CHIPS and Science Act into law to help America lead in semiconductor manufacturing and R&D while strengthening our supply chains.

Since then, we have created jobs, boosted American innovation, and ensured that semiconductors are made",1.7K,2.7K,12K,568K,[],[],[],tweet_id:1822013575159767399
Kamala Harris,@KamalaHarris,2024-08-09T16:44:18.000Z,True,"Donald Trump’s abortion bans unleashed a health care crisis for women across our nation.

Now, he has made clear that he'd use the federal government to rip away access to medication abortion, effectively banning abortion nationwide.

We will not let him.",7.8K,9.3K,39K,1.9M,[],[],[],tweet_id:1821950642530726246
Kamala Harris,@KamalaHarris,2024-08-09T16:20:02.000Z,True,"We are running a campaign on behalf of all Americans. 

It is great to be in Arizona with Governor .",6.1K,6K,43K,1.2M,[],['@Tim_Walz'],[],tweet_id:1821944539155726614
Kamala Harris,@KamalaHarris,2024-08-08T21:16:45.000Z,True,"I hear that Donald Trump has finally committed to debating me on September 10.

I look forward to it.",24K,25K,295K,10M,[],[],[],tweet_id:1821656821662134368
Kamala Harris,@KamalaHarris,2024-08-08T19:03:30.000Z,True,"I am determined to fight for the people. Because when we fight, we win.

Watch our campaign’s new ad:",7.5K,12K,54K,1.5M,[],[],[],tweet_id:1821623285605384623
Kamala Harris,@KamalaHarris,2024-08-08T15:14:53.000Z,True,"This campaign is not just about us versus Donald Trump.  

Our campaign is about fighting for the future.",7.8K,7.9K,41K,1.3M,[],[],[],tweet_id:1821565755562807342
Kamala Harris,@KamalaHarris,2024-08-08T01:15:42.000Z,True,"Fighting for a brighter future may take hard work, but hard work is good work.",5.2K,4.8K,24K,874K,[],[],[],tweet_id:1821354567914688939
Kamala Harris,@KamalaHarris,2024-08-07T23:32:54.000Z,True,"The power is with the people. 

Tune in as Governor  and I speak with Michigan voters about what’s at stake in this election",2.5K,3.2K,14K,675K,[],['@Tim_Walz'],[],tweet_id:1821328696398975305
Kamala Harris,@KamalaHarris,2024-08-07T22:08:13.000Z,True,"In 90 days, the nation will know Coach Walz by a new title: Vice President of the United States of America.",4.8K,4.9K,30K,964K,[],[],[],tweet_id:1821307385115222524
Kamala Harris,@KamalaHarris,2024-08-07T19:10:54.000Z,True,"This election is a fight for our country, our future, and our fundamental freedoms and rights. 

That's why Governor  and I are in Wisconsin to fire up voters for November.",3.1K,4.1K,18K,672K,[],['@Tim_Walz'],[],tweet_id:1821262763802685465
Bon Iver,@boniver,2024-08-06T21:53:11.000Z,False,"Bon Iver will be performing tomorrow in Eau Claire at an event in support of Vice President .

It’s time to rally around the right candidate for President. One who will fight for women’s and trans rights, and govern with dignity and respect.http://bit.ly/vp-boniver",1.3K,1.2K,7.9K,832K,[],['@KamalaHarris'],[],tweet_id:1820941214671155208
